ID	AccINSDC	Name	Assembly	BioSample	BioProject	Date	TaxId	Lineage	SuperKingdom	Phylum	Class	Order	Family	Genus	Species	Size	MolecularType	AnnotDate	Topology	MOB_60	MPF	PFinder_60	PTU	HRange
NZ_CP018355.1	CP018355.1	pCAV1453-208	GCF_001902255.1	SAMN03733793	PRJNA246471	2016-12-13	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	207543	Plasmid	02-SEP-2019	circular	MOBF	typeF	IncFIB(K);IncFII(K)	PTU-FK	III
NC_017348.1	FR821780.1	pLGA251	GCF_000237265.1	SAMEA2272771	PRJEA62883	2011-08-23	985006	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus;Staphylococcus aureus subsp. aureus;Staphylococcus aureus subsp. aureus LGA251	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	2993	Plasmid	14-FEB-2020	circular	-	-	rep21	PTU-Bac16	III
NZ_CP041209.1	CP041209.1	pCFSAN074384_1	GCF_004224885.1	SAMN09943626	PRJNA507264	2019-07-01	108619	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Newport	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	158212	Plasmid	17-JUL-2019	circular	MOBH	typeF	IncA/C2	PTU-C	V
NZ_LR134108.1	LR134108.1	4_length=54563	GCF_900635415.1	SAMEA4884790	PRJEB28495	2018-12-19	1352	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	54563	Plasmid	08-AUG-2019	linear	MOBP	-	-	PTU-Lab18	I
NZ_LR134113.1	LR134113.1	9_length=7165	GCF_900635415.1	SAMEA4884790	PRJEB28495	2018-12-19	1352	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	7165	Plasmid	08-AUG-2019	linear	-	-	-	PTU-Lab17	I
NZ_CP015161.1	CP015161.1	pECO-93a	GCF_001663475.1	SAMN03455974	PRJNA279654	2016-06-16	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	88023	Plasmid	23-FEB-2020	circular	MOBP	typeI	IncI	PTU-I1	III
NZ_CP015160.1	CP015160.1	pECO-fce	GCF_001663475.1	SAMN03455974	PRJNA279654	2016-06-16	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	212180	Plasmid	23-FEB-2020	circular	MOBF;MOBF	typeF	Col156;IncFIB(AP001918);IncFII;IncFII(29)	PTU-FE	III
NZ_CP019955.1	CP019955.1	unnamed2	GCF_003586045.1	SAMN06445833	PRJNA376689	2017-03-06	1392854	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli;Escherichia coli M8	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	6075	Plasmid	08-MAR-2020	circular	MOBQ	-	Col156	PTU-E7	III
NC_017054.1	CP003387.1	p798_93	GCF_000252875.1	SAMN02604223	PRJNA66023	2012-03-15	1008297	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhimurium;Salmonella enterica subsp. enterica serovar Typhimurium str. 798	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	93877	Plasmid	26-AUG-2019	circular	-	-	IncFIB(S);IncFII(S)	PTU-FS	I
NZ_CP024571.1	CP024571.1	unnamed1	GCF_002753605.1	SAMEA3357268	PRJNA351909	2017-11-06	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	187611	Plasmid	21-DEC-2019	circular	-	-	IncA/C2	PTU-C	V
NZ_CP024572.1	CP024572.1	unnamed2	GCF_002753605.1	SAMEA3357268	PRJNA351909	2017-11-06	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	147932	Plasmid	21-DEC-2019	circular	MOBF	typeF	IncFIB(K);IncFII(K)	PTU-FK	III
NZ_CP024573.1	CP024573.1	unnamed3	GCF_002753605.1	SAMEA3357268	PRJNA351909	2017-11-06	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	90173	Plasmid	21-DEC-2019	circular	-	-	IncFIA(HI1);IncR	PTU-R	III
NZ_CP024575.1	CP024575.1	unnamed5	GCF_002753605.1	SAMEA3357268	PRJNA351909	2017-11-06	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	3825	Plasmid	21-DEC-2019	circular	-	-	-	PTU-E76	VI
NZ_CP015305.1	CP015305.1	CtrE-DK-20_plasmid	GCF_001655535.1	SAMN04590089	PRJNA316787	2016-06-03	813	root;cellular organisms;Bacteria;PVC group;Chlamydiae;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia;Chlamydia trachomatis	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis	7502	Plasmid	24-MAR-2020	circular	-	-	-	PTU-Cla2	II
NZ_CP016013.1	CP016013.1	pCFSAN003890	GCF_001890185.1	SAMN05172402	PRJNA186035	2016-12-07	108619	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Newport	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	130039	Plasmid	18-SEP-2019	circular	MOBH	typeF	IncA/C2	PTU-C	V
NZ_CP010189.1	CP010189.1	C	GCF_001901065.1	SAMN03252441	PRJNA269191	2016-12-12	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	6038	Plasmid	07-SEP-2019	circular	MOBQ	-	Col156	PTU-E7	III
NZ_CP010190.1	CP010190.1	D	GCF_001901065.1	SAMN03252441	PRJNA269191	2016-12-12	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	5283	Plasmid	07-SEP-2019	circular	MOBQ	-	Col156	PTU-E7	III
NZ_CP014968.1	CP014968.1	pSTY1-2011K-1702	GCF_001623685.1	SAMN02716880	PRJNA236712	2016-04-19	1454643	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhimurium;Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2011K-1702	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	94016	Plasmid	06-AUG-2019	circular	MOBF	typeF	IncFIB(S);IncFII(S)	PTU-FS	I
NZ_CP033988.1	CP033988.1	unnamed1	GCF_009739865.1	SAMN10374693	PRJNA503808	2019-12-11	1280	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	3011	Plasmid	14-DEC-2019	circular	-	-	rep21	PTU-Bac16	III
NZ_CP025141.1	CP025141.1	KP1768_p1	GCF_002833445.1	SAMN08133260	PRJNA420753	2017-12-12	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	204734	Plasmid	23-DEC-2019	circular	MOBH	typeF	IncA/C2	PTU-C	V
NZ_CP025142.1	CP025142.1	KP1768_p2	GCF_002833445.1	SAMN08133260	PRJNA420753	2017-12-12	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	152230	Plasmid	23-DEC-2019	circular	MOBF	typeF	IncFIB(K)	PTU-FK	III
NZ_CP024430.1	CP024430.1	p48896_1	GCF_003006175.1	SAMN05908511	PRJNA348457	2018-03-16	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	131243	Plasmid	27-DEC-2019	circular	MOBF	typeF	IncFII;IncR	PTU-FE	III
NZ_CP015854.1	CP015854.1	unnamed	GCF_006874785.1	SAMN01916927	PRJNA321364	2019-07-11	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	92854	Plasmid	19-JUL-2019	circular	-	-	IncFIB(AP001918);IncFII	PTU-E5	I
NZ_CP016933.1	CP016933.1	unnamed2	GCF_001708575.1	SAMN05413581	PRJNA329498	2016-08-23	630	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia enterocolitica	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia enterocolitica	74497	Plasmid	30-NOV-2019	circular	-	-	IncFII(Y)	PTU-E2	II
NZ_CP022442.1	CP022442.1	unnamed1	GCF_004010915.1	SAMN07280658	PRJNA392024	2019-01-10	2015795	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;unclassified Klebsiella;Klebsiella sp. LY	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella sp. LY	95324	Plasmid	05-MAR-2020	circular	MOBF	-	IncFII(K)	PTU-E82	IV
NZ_CP021322.1	CP021322.1	pXH731	GCF_003264255.1	SAMN07135563	PRJNA361029	2018-06-25	470	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter calcoaceticus/baumannii complex;Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	64557	Plasmid	20-FEB-2020	circular	MOBF	-	-	PTU-Pse5	II
NZ_CP044187.1	CP044187.1	pAR-0402	GCF_008727635.1	SAMN12648952	PRJNA562719	2019-09-29	59201	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	62424	Plasmid	07-OCT-2019	linear	MOBF	typeT	IncN	PTU-N1	IV
NZ_CP050772.1	CP050772.1	pSI102-1	GCF_012052605.1	SAMN14450154	PRJNA615288	2020-04-06	286783	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Indiana	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	199036	Plasmid	08-APR-2020	circular	-	-	IncHI2;IncHI2A;IncN	PTU-HI2	IV
NC_004851.1	AF386526.1	pCP301	GCF_000006925.2	SAMN02603599	PRJNA310	2011-08-03	198214	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella flexneri;Shigella flexneri 2a;Shigella flexneri 2a str. 301	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella flexneri	221618	Plasmid	03-AUG-2016	circular	-	-	IncFII	PTU-FSh	III
NZ_LT603680.1	LT603680.1	3	GCF_900094185.1	SAMEA4357170	PRJEB13012	2016-07-28	1352	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	54641	Plasmid	09-OCT-2019	linear	MOBP	-	rep17	PTU-Lab18	I
NZ_CP023033.1	CP023033.1	pAba7847b	GCF_003516005.1	SAMN07284119	PRJNA311558	2018-09-10	470	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter calcoaceticus/baumannii complex;Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	80546	Plasmid	26-FEB-2020	circular	MOBF	typeF	-	PTU-Pse5	II
NZ_CP015131.1	CP015131.1	pKPN-7c3	GCF_001663455.1	SAMN03455976	PRJNA279656	2016-06-16	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	142858	Plasmid	02-SEP-2019	circular	MOBF	typeF	Col156;IncFIB(AP001918);IncFII(29)	PTU-FE	III
NZ_CP015132.1	CP015132.1	pKPN-d90	GCF_001663455.1	SAMN03455976	PRJNA279656	2016-06-16	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	224457	Plasmid	02-SEP-2019	circular	MOBF	typeF	IncFIB(K);IncFII(K)	PTU-FK	III
NZ_CP013228.1	CP013228.1	UTSW55_2	GCF_001580515.1	SAMN04254471	PRJNA273427	2016-03-07	1280	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	45868	Plasmid	19-FEB-2020	circular	-	-	rep16;rep16;rep19;rep19	PTU-Bac17	I
NZ_CP013229.1	CP013229.1	UTSW55_3	GCF_001580515.1	SAMN04254471	PRJNA273427	2016-03-07	1280	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	46953	Plasmid	19-FEB-2020	circular	-	-	rep16;rep16;rep19;rep19	PTU-Bac17	I
NZ_CP013230.1	CP013230.1	UTSW55_4	GCF_001580515.1	SAMN04254471	PRJNA273427	2016-03-07	1280	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	26623	Plasmid	19-FEB-2020	circular	-	-	rep16;rep19	PTU-Bac17	I
NZ_LR130549.1	LR130549.1	KPC2_Plasmid01	GCF_900622645.1	SAMEA5128438	PRJEB29928	2019-01-10	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	207198	Plasmid	08-AUG-2019	linear	MOBF	typeF	IncFIB(K);IncFII(K)	PTU-FK	III
NZ_LR130550.1	LR130550.1	KPC2_Plasmid02	GCF_900622645.1	SAMEA5128438	PRJEB29928	2019-01-10	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	43380	Plasmid	08-AUG-2019	linear	MOBP	typeT	IncX3	PTU-X3	IV
NZ_LR130551.1	LR130551.1	KPC2_Plasmid03	GCF_900622645.1	SAMEA5128438	PRJEB29928	2019-01-10	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	13841	Plasmid	08-AUG-2019	linear	MOBC	-	ColRNAI	PTU-E4	III
NZ_CP040032.1	CP040032.1	pCol4401-L121	GCF_011106605.1	SAMN11246289	PRJNA528846	2020-03-10	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	4938	Plasmid	15-MAR-2020	circular	-	-	Col440I;Col440II	PTU-E3	VI
NZ_CP040029.1	CP040029.1	pIncC-L121	GCF_011106605.1	SAMN11246289	PRJNA528846	2020-03-10	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	176345	Plasmid	15-MAR-2020	circular	MOBH	typeF;typeT	IncA/C2	PTU-C	V
NZ_CP040031.1	CP040031.1	pOXA48-L121	GCF_011106605.1	SAMN11246289	PRJNA528846	2020-03-10	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	65499	Plasmid	15-MAR-2020	circular	MOBP	typeI	IncL/M(pOXA-48)	PTU-LM	IV
NZ_CP040030.1	CP040030.1	pQnr-L121	GCF_011106605.1	SAMN11246289	PRJNA528846	2020-03-10	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	148625	Plasmid	15-MAR-2020	circular	MOBF	-	IncFIB(K);IncFII(K)	PTU-FK	III
NZ_CP042573.1	CP042573.1	pE5_002	GCF_008931525.1	SAMN12289291	PRJNA550014	2019-10-09	158836	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae complex;Enterobacter hormaechei	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	114054	Plasmid	17-OCT-2019	circular	-	-	IncFIB(pHCM2)	PTU-E18	III
NZ_CP042574.1	CP042574.1	pE5_003	GCF_008931525.1	SAMN12289291	PRJNA550014	2019-10-09	158836	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae complex;Enterobacter hormaechei	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	86404	Plasmid	17-OCT-2019	circular	MOBP	typeI	IncL/M	PTU-LM	IV
NZ_CP042575.1	CP042575.1	pE5_004	GCF_008931525.1	SAMN12289291	PRJNA550014	2019-10-09	158836	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae complex;Enterobacter hormaechei	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	4921	Plasmid	17-OCT-2019	circular	-	-	Col440II	PTU-E3	VI
NZ_CP015303.1	CP015303.1	CtrE-32931_plasmid	GCF_001655495.1	SAMN04590087	PRJNA316787	2016-06-03	813	root;cellular organisms;Bacteria;PVC group;Chlamydiae;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia;Chlamydia trachomatis	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis	7502	Plasmid	24-MAR-2020	circular	-	-	-	PTU-Cla2	II
NC_017659.1	CP001856.1	pO83_CORR	GCF_000183345.1	SAMN02603727	PRJNA41221	2010-11-30	685038	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli;Escherichia coli O83:H1;Escherichia coli O83:H1 str. NRG 857C	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	147060	Plasmid	10-MAR-2020	linear	MOBF	-	IncFIB(AP001918);IncFIC(FII);IncQ1	PTU-E81	III
NZ_CP014369.1	CP014369.1	pUSA01-1-SUR3	GCF_003595405.1	SAMN04497597	PRJNA312385	2017-02-16	1280	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	3125	Plasmid	12-FEB-2020	circular	-	-	repUS13	PTU-Bac16	III
NZ_CP014370.1	CP014370.1	pUSA04-1-SUR3	GCF_003595405.1	SAMN04497597	PRJNA312385	2017-02-16	1280	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	27068	Plasmid	12-FEB-2020	circular	-	-	rep16;rep19	PTU-Bac17	I
NZ_CP023363.1	CP023363.1	134q	GCF_002310595.1	SAMN07618126	PRJNA402083	2017-09-18	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	134388	Plasmid	21-DEC-2019	circular	MOBF	typeF	IncFIB(AP001918);IncFII;IncQ1	PTU-E81	III
NZ_CP023365.1	CP023365.1	p92	GCF_002310595.1	SAMN07618126	PRJNA402083	2017-09-18	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	92421	Plasmid	21-DEC-2019	circular	MOBP	typeI	IncI1	PTU-I1	III
NZ_CP025751.1	CP025751.1	pCV839-06-p1	GCF_002893905.2	SAMN08093640	PRJNA419620	2018-01-26	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	110160	Plasmid	09-JAN-2020	circular	MOBP	typeI	IncI1	PTU-I1	III
NZ_AP018748.1	AP018748.1	pKP3301	GCF_003574235.1	SAMD00110861	PRJDB5929	2018-07-20	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	296750	Plasmid	05-NOV-2019	circular	MOBH	-	IncFIB(Mar);IncHI1B	PTU-HI1B	III
NZ_AP018749.1	AP018749.1	pKP3302	GCF_003574235.1	SAMD00110861	PRJDB5929	2018-07-20	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	102910	Plasmid	05-NOV-2019	circular	MOBF	-	IncFIB(K)	PTU-FK	III
