ID	PTU	mobility	oriT Family	oriT	oriT_start	oriT_end	oriT_strand	MOB	MOB_start	MOB_end	MOB_strand	Leading Region
NZ_CP024430.1	PTU-FE	Conjugative	F	R100	106228	106765	1	MOBF	73743	79013	-1	From 106765 in downstream direction.
NZ_CP024475.1	PTU-FE	Conjugative	F	pSU233	40710	40432	-1	MOBF	69276	74546	1	From 40432 in upstream direction.
NZ_CP024652.2	PTU-FE	Conjugative	F	R100	54123	53586	-1	MOBF	81705	86975	1	From 53586 in upstream direction.
NZ_CP024718.1	PTU-FE	decay Conjugative	F	ColB4	97423	97304	-1	MOBF	47068	51672	1	From 97304 in upstream direction.
NZ_CP024721.1	PTU-FE	decay Conjugative	F	ColB4	74241	74122	-1	MOBF	23886	28490	1	From 74122 in upstream direction.
NZ_CP024816.1	PTU-FE	Conjugative	F	R1	160029	160097	1	MOBF	129073	134343	-1	From 160097 in downstream direction.
NZ_CP024823.1	PTU-FE	Conjugative	F	ColB4	44440	44563	1	MOBF	4903	10005	1	From 44440 in upstream direction.
NZ_CP024831.1	PTU-FE	Conjugative	F	R1	104688	104620	-1	MOBF	130374	135644	1	From 104620 in upstream direction.
NZ_CP024836.1	PTU-FE	Conjugative	F	R100	13561	14098	1	MOBF	77270	82540	-1	From 14098 in downstream direction.
NZ_CP024840.1	PTU-FE	Conjugative	F	R100	34260	34797	1	MOBF	1784	7054	-1	From 34797 in downstream direction.
NZ_CP024888.1	PTU-FE	Conjugative	F	F	68992	68703	-1	MOBF	22219	27489	1	From 68703 in upstream direction.
NZ_CP024975.1	PTU-FE	Conjugative	F	pSU233	27322	27044	-1	MOBF	54403	59673	1	From 27044 in upstream direction.
NZ_CP025139.1	PTU-FE	Conjugative	F	R100	59826	59289	-1	MOBF	87408	92678	1	From 59289 in upstream direction.
NZ_CP025253.1	PTU-FE	Conjugative	F	R100	54130	53593	-1	MOBF	81712	86982	1	From 53593 in upstream direction.
NZ_CP025254.1	PTU-FE	Conjugative	F	R100	54120	53583	-1	MOBF	81702	86972	1	From 53583 in upstream direction.
NZ_CP025626.1	PTU-FE	Conjugative	F	R1	105148	105080	-1	MOBF	131012	136282	1	From 105080 in upstream direction.
NZ_CP025708.1	PTU-FE	Conjugative	F	R1	123980	124048	1	MOBF	93015	98285	-1	From 124048 in downstream direction.
NZ_CP025857.1	PTU-FE	Conjugative	F	F	45888	46177	1	MOBF	8680	13833	-1	From 46177 in downstream direction.
NZ_CP025919.1	PTU-FE	Conjugative	F	pSU233	12470	12192	-1	MOBF	40324	45594	1	From 12192 in upstream direction.
NZ_CP025949.1	PTU-FE	Conjugative	F	ColB4	36038	36161	1	MOBF	63654	68924	1	From 36038 in upstream direction.
NZ_CP026158.1	PTU-FE	Conjugative	F	R100	83285	83822	1	MOBF	50791	56061	-1	From 83822 in downstream direction.
NZ_CP026201.1	PTU-FE	Conjugative	F	ColB4	87185	87308	1	MOBF	12455	17725	1	From 87185 in upstream direction.
NZ_CP026403.1	PTU-FE	Conjugative	F	F	41388	41099	-1	MOBF	67443	72713	1	From 41099 in upstream direction.
NZ_CP026576.2	PTU-FE	Conjugative	F	ColB4	33332	33455	1	MOBF	61029	66299	1	From 33332 in upstream direction.
NZ_CP026579.1	PTU-FE	Conjugative	F	ColB4	63598	63475	-1	MOBF	30439	35709	-1	From 63598 in downstream direction.
NZ_CP026931.1	PTU-FE	Conjugative	F	P307	24051	24402	1	MOBF	51559	56829	1	From 24051 in upstream direction.
NZ_CP027256.1	PTU-FE	Conjugative	F	F	2583	2294	-1	MOBF	28849	34119	1	From 2294 in upstream direction.
NZ_CP027337.1	PTU-FE	Conjugative	F	ColB4	18611	18492	-1	MOBF	46434	51062	-1	From 18611 in downstream direction.
NZ_CP027375.1	PTU-FE	Conjugative	F	pSU233	18083	18361	1	MOBF	102348	107618	-1	From 18361 in downstream direction.
NZ_CP027455.1	PTU-FE	Conjugative	F	ColB4	13641	13519	-1	MOBF	53258	56968	-1	From 13641 in downstream direction.
NZ_CP027458.1	PTU-FE	Conjugative	F	pSU233	9709	9987	1	MOBF	83024	88294	-1	From 9987 in downstream direction.
NZ_CP027536.1	PTU-FE	Conjugative	F	F	15764	16053	1	MOBF	54839	60109	-1	From 16053 in downstream direction.
NZ_CP027537.1	PTU-FE	Conjugative	F	ColB4	5498	5379	-1	MOBF	72247	77517	-1	From 5498 in downstream direction.
NZ_CP027554.1	PTU-FE	decay Conjugative	F	ColB4	38182	38301	1	MOBF	66693	68138	1	From 38182 in upstream direction.
NZ_CP027765.1	PTU-FE	Conjugative	F	ColB4	57803	57685	-1	MOBF	23747	27862	-1	From 57803 in downstream direction.
NZ_CP028193.1	PTU-FE	Conjugative	F	F	33774	34063	1	MOBF	1597	6867	-1	From 34063 in downstream direction.
NZ_CP028321.1	PTU-FE	Conjugative	F	ColB4	36115	36234	1	MOBF	64307	69202	1	From 36115 in upstream direction.
NZ_CP028322.1	PTU-FE	Conjugative	F	R100	81345	80808	-1	MOBF	13653	18923	1	From 80808 in upstream direction.
NZ_CP028383.1	PTU-FE	Conjugative	F	R1	46418	46351	-1	MOBF	8104	13374	1	From 46351 in upstream direction.
NZ_CP028610.1	PTU-FE	Conjugative	F	R1	27911	27844	-1	MOBF	57383	62653	1	From 27844 in upstream direction.
NZ_CP029104.1	PTU-FE	Conjugative	F	R100	75692	76229	1	MOBF	42388	47658	-1	From 76229 in downstream direction.
NZ_CP029214.1	PTU-FE	oriT-Mobilizable	F	R1	46139	46071	-1	NA	NA	NA	NA	From  46071  in upstream direction.
NZ_CP029422.1	PTU-FE	MOB-Mobilizable	F	ColB4	60793	60912	1	MOBF	74432	79702	1	From 60793 in upstream direction.
NZ_CP029577.1	PTU-FE	Conjugative	F	ColB4	127047	127166	1	MOBF	15746	21016	1	From 127047 in upstream direction.
NZ_CP029578.1	PTU-FE	Conjugative	F	R100	58507	57970	-1	MOBF	15733	21003	1	From 57970 in upstream direction.
NZ_CP029580.1	PTU-FE	Conjugative	F	ColB4	148170	148051	-1	MOBF	114611	119881	-1	From 148170 in downstream direction.
NZ_CP029734.1	PTU-FE	Conjugative	F	R100	4632	5169	1	MOBF	49109	54379	-1	From 5169 in downstream direction.
NZ_CP029974.1	PTU-FE	Conjugative	F	R100	70725	71262	1	MOBF	38321	43591	-1	From 71262 in downstream direction.
NZ_CP030770.1	PTU-FE	Conjugative	F	ColB4	58711	58592	-1	MOBF	25461	30731	-1	From 58711 in downstream direction.
NZ_CP031655.1	PTU-FE	Conjugative	F	F	40490	40778	1	MOBF	10236	15506	-1	From 40778 in downstream direction.
NZ_CP031804.1	PTU-FE	Conjugative	F	pSU233	31771	31493	-1	MOBF	59240	64510	1	From 31493 in upstream direction.
NZ_CP031852.1	PTU-FE	Conjugative	F	pSU233	28905	28627	-1	MOBF	56375	61645	1	From 28627 in upstream direction.
NZ_CP032165.1	PTU-FE	Conjugative	F	F	2559	2270	-1	MOBF	32060	37330	1	From 2270 in upstream direction.
NZ_CP032202.1	PTU-FE	MOB-Mobilizable	F	ColB4	131391	131510	1	MOBF	4708	9978	1	From 131391 in upstream direction.
NZ_CP032205.1	PTU-FE	oriT-Mobilizable	F	R100	39147	38610	-1	NA	NA	NA	NA	From  38610  in upstream direction.
NZ_CP032226.1	PTU-FE	Conjugative	F	R100	7096	6559	-1	MOBF	34257	39527	1	From 6559 in upstream direction.
NZ_CP032258.1	PTU-FE	Conjugative	F	ColB4	93844	93963	1	MOBF	122124	127394	1	From 93844 in upstream direction.
NZ_CP032262.1	PTU-FE	Conjugative	F	F	7542	7253	-1	MOBF	34893	40163	1	From 7253 in upstream direction.
NZ_CP032799.1	PTU-FE	Conjugative	F	F	28207	27918	-1	MOBF	54265	59535	1	From 27918 in upstream direction.
NZ_CP032810.1	PTU-FE	Conjugative	F	ColB4	25537	25660	1	MOBF	51655	56925	1	From 25537 in upstream direction.
NZ_CP032937.1	PTU-FE	Conjugative	F	ColB4	64382	64505	1	MOBF	90650	95920	1	From 64382 in upstream direction.
NZ_CP032991.1	PTU-FE	Conjugative	F	ColB4	1175	1052	-1	MOBF	52124	57394	-1	From 1175 in downstream direction.
NZ_CP033159.1	PTU-FE	decay Conjugative	F	R1	104660	104728	1	MOBF	72109	77379	-1	From 104728 in downstream direction.
NZ_CP033629.1	PTU-FE	Conjugative	F	R100	30324	29787	-1	MOBF	57521	62791	1	From 29787 in upstream direction.
NZ_CP033634.1	PTU-FE	Conjugative	F	ColB4	54129	54248	1	MOBF	1694	6589	1	From 54129 in upstream direction.
NZ_CP033881.1	PTU-FE	decay Conjugative	F	pSU233	9433	9711	1	MOBF	38557	43827	-1	From 9711 in downstream direction.
NZ_CP034048.1	PTU-FE	decay Conjugative	F	R100	9546	9009	-1	MOBF	66653	71923	1	From 9009 in upstream direction.
NZ_CP034056.1	PTU-FE	Conjugative	F	R100	51443	50906	-1	MOBF	78586	83856	1	From 50906 in upstream direction.
NZ_CP034254.1	PTU-FE	Conjugative	F	ColB4	20241	20364	1	MOBF	46491	51761	1	From 20241 in upstream direction.
NZ_CP034396.1	PTU-FE	Conjugative	F	ColB4	65428	65309	-1	MOBF	29442	34712	-1	From 65428 in downstream direction.
NZ_CP034401.1	PTU-FE	Conjugative	F	ColB4	11091	10972	-1	MOBF	109718	114613	-1	From 11091 in downstream direction.
NZ_CP034592.1	PTU-FE	Conjugative	F	ColB4	51373	51496	1	MOBF	1705	6975	1	From 51373 in upstream direction.
NZ_CP034736.1	PTU-FE	Conjugative	F	ColB4	33318	33441	1	MOBF	60209	65479	1	From 33318 in upstream direction.
NZ_CP034846.1	PTU-FE	Conjugative	F	ColB4	37329	37452	1	MOBF	64963	70233	1	From 37329 in upstream direction.
NZ_CP034932.1	PTU-FE	Conjugative	F	R100	62189	62726	1	MOBF	29741	34636	-1	From 62726 in downstream direction.
NZ_CP034964.1	PTU-FE	Conjugative	F	R100	50179	49642	-1	MOBF	77358	82628	1	From 49642 in upstream direction.
NZ_CP035314.1	PTU-FE	Conjugative	F	ColB4	33295	33418	1	MOBF	60866	66136	1	From 33295 in upstream direction.
NZ_CP035337.1	PTU-FE	Conjugative	F	F	34822	34533	-1	MOBF	59338	64608	1	From 34533 in upstream direction.
NZ_CP035355.1	PTU-FE	Conjugative	F	F	48241	47952	-1	MOBF	72757	78027	1	From 47952 in upstream direction.
NZ_CP035468.1	PTU-FE	Conjugative	F	ColB4	44425	44306	-1	MOBF	10902	16172	-1	From 44425 in downstream direction.
NZ_CP035470.1	PTU-FE	oriT-Mobilizable	F	R100	35877	35340	-1	NA	NA	NA	NA	From  35340  in upstream direction.
NZ_CP035478.1	PTU-FE	Conjugative	F	ColB4	44420	44301	-1	MOBF	10902	16172	-1	From 44420 in downstream direction.
NZ_CP035479.1	PTU-FE	oriT-Mobilizable	F	R100	35877	35340	-1	NA	NA	NA	NA	From  35340  in upstream direction.
NZ_CP035517.1	PTU-FE	Conjugative	F	ColB4	379	260	-1	MOBF	116173	121443	-1	From 379 in downstream direction.
NZ_CP035518.1	PTU-FE	Conjugative	F	R100	20464	21001	1	MOBF	54680	59950	-1	From 21001 in downstream direction.
NZ_CP035722.1	PTU-FE	Conjugative	F	R100	59324	59861	1	MOBF	24034	29304	-1	From 59861 in downstream direction.
NZ_CP035752.1	PTU-FE	Conjugative	F	F	9157	8868	-1	MOBF	33628	38898	1	From 8868 in upstream direction.
NZ_CP036180.1	PTU-FE	Conjugative	F	ColB4	72291	72414	1	MOBF	99934	105204	1	From 72291 in upstream direction.
NZ_CP037912.1	PTU-FE	Conjugative	F	R100	79020	78483	-1	MOBF	106575	111845	1	From 78483 in upstream direction.
NZ_CP037947.1	PTU-FE	Conjugative	F	ColB4	34078	34197	1	MOBF	62244	67514	1	From 34078 in upstream direction.
NZ_CP038455.1	PTU-FE	Conjugative	F	ColB4	82665	82542	-1	MOBF	47546	52816	-1	From 82665 in downstream direction.
NZ_CP039513.2	PTU-FE	Conjugative	F	R100	43667	43130	-1	MOBF	71269	76539	1	From 43130 in upstream direction.
NZ_CP040124.1	PTU-FE	oriT-Mobilizable	F	ColB4	2699	2822	1	NA	NA	NA	NA	From  2699  in upstream direction.
NZ_CP040265.1	PTU-FE	Conjugative	F	ColB4	39164	39286	1	MOBF	64761	70031	1	From 39164 in upstream direction.
NZ_CP040454.1	PTU-FE	Conjugative	F	pSU233	78672	78950	1	MOBF	45914	51184	-1	From 78950 in downstream direction.
NZ_CP040807.1	PTU-FE	Conjugative	F	ColB4	67842	67719	-1	MOBF	34939	40209	-1	From 67842 in downstream direction.
NZ_CP040922.1	PTU-FE	MOB-Mobilizable	F	ColB4	13744	13863	1	MOBF	27094	32364	1	From 13744 in upstream direction.
NZ_CP041102.1	PTU-FE	Conjugative	F	F	58060	57771	-1	MOBF	82474	87744	1	From 57771 in upstream direction.
NZ_CP041111.1	PTU-FE	Conjugative	F	F	61745	62033	1	MOBF	32067	37337	-1	From 62033 in downstream direction.
NZ_CP041338.1	PTU-FE	Conjugative	F	R1	136824	136892	1	MOBF	105868	111138	-1	From 136892 in downstream direction.
NZ_CP041339.1	PTU-FE	Conjugative	F	R100	20737	21274	1	MOBF	68250	73520	-1	From 21274 in downstream direction.
NZ_CP041358.1	PTU-FE	decay Conjugative	F	F	51479	51190	-1	MOBF	79494	84764	1	From 51190 in upstream direction.
NZ_CP041363.1	PTU-FE	Conjugative	F	R100	43778	43241	-1	MOBF	71378	76648	1	From 43241 in upstream direction.
NZ_CP041393.1	PTU-FE	Conjugative	F	R1	6671	6603	-1	MOBF	32526	37796	1	From 6603 in upstream direction.
NZ_CP041415.1	PTU-FE	Conjugative	F	R1	65708	65640	-1	MOBF	6035	11305	1	From 65640 in upstream direction.
NZ_CP041421.1	PTU-FE	Conjugative	F	ColB4	65402	65525	1	MOBF	9501	14771	1	From 65402 in upstream direction.
NZ_CP041424.1	PTU-FE	Conjugative	F	F	67857	67568	-1	MOBF	11650	16920	1	From 67568 in upstream direction.
NZ_CP041428.1	PTU-FE	decay Conjugative	F	F	14836	14547	-1	MOBF	46325	51595	1	From 14547 in upstream direction.
NZ_CP041430.1	PTU-FE	Conjugative	F	ColB4	74007	73884	-1	MOBF	43057	48327	-1	From 74007 in downstream direction.
NZ_CP041432.1	PTU-FE	Conjugative	F	ColB4	33591	33468	-1	MOBF	2641	7911	-1	From 33591 in downstream direction.
NZ_CP041434.1	PTU-FE	Conjugative	F	ColB4	49307	49184	-1	MOBF	18357	23627	-1	From 49307 in downstream direction.
NZ_CP041523.1	PTU-FE	Conjugative	F	ColB4	14104	14223	1	MOBF	44466	49481	1	From 14104 in upstream direction.
NZ_CP041524.1	PTU-FE	Conjugative	F	F	28409	28698	1	MOBF	67470	72740	-1	From 28698 in downstream direction.
NZ_CP041530.1	PTU-FE	Conjugative	F	F	61676	61387	-1	MOBF	14664	19934	1	From 61387 in upstream direction.
NZ_CP041534.1	PTU-FE	Conjugative	F	ColB4	25680	25557	-1	MOBF	81206	86476	-1	From 25680 in downstream direction.
NZ_CP041536.1	PTU-FE	Conjugative	F	R100	19640	19103	-1	MOBF	50079	55349	1	From 19103 in upstream direction.
NZ_CP041537.1	PTU-FE	Conjugative	F	F	23327	23616	1	MOBF	64729	69999	-1	From 23616 in downstream direction.
NZ_CP041539.1	PTU-FE	Conjugative	F	F	84865	84576	-1	MOBF	114328	119598	1	From 84576 in upstream direction.
NZ_CP041542.1	PTU-FE	Conjugative	F	ColB4	40832	40951	1	MOBF	66672	71942	1	From 40832 in upstream direction.
NZ_CP041545.1	PTU-FE	Conjugative	F	pSU233	18926	19204	1	MOBF	65006	70276	-1	From 19204 in downstream direction.
NZ_CP041547.1	PTU-FE	Conjugative	F	ColB4	67322	67203	-1	MOBF	36230	41500	-1	From 67322 in downstream direction.
NZ_CP041551.1	PTU-FE	Conjugative	F	ColB4	4132	4013	-1	MOBF	115746	121016	-1	From 4132 in downstream direction.
NZ_CP041557.1	PTU-FE	Conjugative	F	ColB4	94408	94289	-1	MOBF	63289	68559	-1	From 94408 in downstream direction.
NZ_CP041560.1	PTU-FE	Conjugative	F	ColB4	47677	47558	-1	MOBF	16558	21828	-1	From 47677 in downstream direction.
NZ_CP041562.1	PTU-FE	Conjugative	F	F	48838	49127	1	MOBF	16145	21415	-1	From 49127 in downstream direction.
NZ_CP041564.1	PTU-FE	Conjugative	F	F	34402	34113	-1	MOBF	83993	89113	1	From 34113 in upstream direction.
NZ_CP041566.1	PTU-FE	decay Conjugative	F	ColB4	79898	80017	1	MOBF	17246	20497	1	From 79898 in upstream direction.
NZ_CP041573.1	PTU-FE	MOB-Mobilizable	F	ColB4	61401	61520	1	MOBF	75338	80608	1	From 61401 in upstream direction.
NZ_CP041574.1	PTU-FE	Conjugative	F	F	52123	52412	1	MOBF	16947	22217	-1	From 52412 in downstream direction.
NZ_CP041948.1	PTU-FE	Conjugative	F	R100	38332	37795	-1	MOBF	65520	70790	1	From 37795 in upstream direction.
NZ_CP041957.1	PTU-FE	Conjugative	F	R100	46673	46136	-1	MOBF	73861	79131	1	From 46136 in upstream direction.
NZ_CP042338.1	PTU-FE	Conjugative	F	R100	30993	30456	-1	MOBF	58199	63469	1	From 30456 in upstream direction.
NZ_CP042600.1	PTU-FE	oriT-Mobilizable	F	F	67290	67579	1	NA	NA	NA	NA	From  67579  in downstream direction.
NZ_CP042601.1	PTU-FE	oriT-Mobilizable	F	R100	20079	20616	1	NA	NA	NA	NA	From  20616  in downstream direction.
NZ_CP042621.1	PTU-FE	oriT-Mobilizable	F	F	37655	37366	-1	NA	NA	NA	NA	From  37366  in upstream direction.
NZ_CP042943.1	PTU-FE	Conjugative	F	ColB4	2771	2894	1	MOBF	29952	33857	1	From 2771 in upstream direction.
NZ_CP043219.1	PTU-FE	Conjugative	F	F	58134	57845	-1	MOBF	84986	90256	1	From 57845 in upstream direction.
NZ_CP043229.1	PTU-FE	Conjugative	F	R100	33986	34523	1	MOBF	1582	6852	-1	From 34523 in downstream direction.
NZ_CP043863.1	PTU-FE	Conjugative	F	R100	40862	41399	1	MOBF	8458	13728	-1	From 41399 in downstream direction.
NZ_CP043945.1	PTU-FE	Conjugative	F	R100	29652	29115	-1	MOBF	56786	62056	1	From 29115 in upstream direction.
NZ_CP043949.1	PTU-FE	Conjugative	F	R100	45700	46237	1	MOBF	13296	18566	-1	From 46237 in downstream direction.
NZ_CP044149.1	PTU-FE	Conjugative	F	ColB4	60735	60616	-1	MOBF	27391	32493	-1	From 60735 in downstream direction.
NZ_CP044156.1	PTU-FE	Conjugative	F	pSU233	77285	77563	1	MOBF	43407	48302	-1	From 77563 in downstream direction.
NZ_CP044193.1	PTU-FE	Conjugative	F	ColB4	27704	27823	1	MOBF	56047	60942	1	From 27704 in upstream direction.
NZ_CP045279.1	PTU-FE	MOB-Mobilizable	F	ColB4	37136	37017	-1	MOBF	20656	25926	-1	From 37136 in downstream direction.
NZ_CP045934.1	PTU-FE	Conjugative	F	pSU233	41959	41681	-1	MOBF	70534	75804	1	From 41681 in upstream direction.
NZ_CP045943.1	PTU-FE	Conjugative	F	pSU233	44547	44269	-1	MOBF	73095	78365	1	From 44269 in upstream direction.
NZ_CP046117.1	PTU-FE	Conjugative	F	ColB4	37769	37892	1	MOBF	65385	70655	1	From 37769 in upstream direction.
NZ_CP046261.1	PTU-FE	Conjugative	F	R100	28510	27973	-1	MOBF	55707	60977	1	From 27973 in upstream direction.
NZ_CP047091.1	PTU-FE	Conjugative	F	ColB4	51904	52027	1	MOBF	79520	84790	1	From 51904 in upstream direction.
NZ_CP047381.1	PTU-FE	Conjugative	F	ColB4	40067	40190	1	MOBF	66968	72238	1	From 40067 in upstream direction.
NZ_CP047637.1	PTU-FE	Conjugative	F	R100	32356	31819	-1	MOBF	60929	66199	1	From 31819 in upstream direction.
NZ_CP048331.1	PTU-FE	Conjugative	F	ColB4	86031	85912	-1	MOBF	54930	60200	-1	From 86031 in downstream direction.
NZ_CP048362.1	PTU-FE	Conjugative	F	R100	30852	30315	-1	MOBF	59192	64462	1	From 30315 in upstream direction.
NZ_CP048368.1	PTU-FE	Conjugative	F	R1	92375	92307	-1	MOBF	118203	123473	1	From 92307 in upstream direction.
NZ_CP048372.1	PTU-FE	Conjugative	F	F	34364	34076	-1	MOBF	59294	64564	1	From 34076 in upstream direction.
NZ_CP048440.1	PTU-FE	Conjugative	F	F	70001	70290	1	MOBF	38465	43735	-1	From 70290 in downstream direction.
NZ_CP048648.1	PTU-FE	Conjugative	F	ColB4	95890	95771	-1	MOBF	62739	68009	-1	From 95890 in downstream direction.
NZ_CP049078.1	PTU-FE	Conjugative	F	pSU233	62216	61938	-1	MOBF	19330	23559	1	From 61938 in upstream direction.
NZ_CP049351.1	PTU-FE	oriT-Mobilizable	F	ColB4	6041	5918	-1	NA	NA	NA	NA	From  6041  in downstream direction.
NZ_CP050367.1	PTU-FE	Conjugative	F	R100	7341	7878	1	MOBF	77932	83202	-1	From 7878 in downstream direction.
NZ_CP050372.1	PTU-FE	Conjugative	F	R100	69862	69325	-1	MOBF	21440	26710	1	From 69325 in upstream direction.
NZ_CP050735.1	PTU-FE	Conjugative	F	R100	92936	93473	1	MOBF	60120	65390	-1	From 93473 in downstream direction.
NZ_CP050770.1	PTU-FE	Conjugative	F	R100	105618	106155	1	MOBF	72784	78054	-1	From 106155 in downstream direction.
NZ_CP051220.1	PTU-FE	Conjugative	F	ColB4	72317	72440	1	MOBF	98062	103332	1	From 72317 in upstream direction.
NZ_CP051433.1	PTU-FE	Conjugative	F	pSU233	59236	58958	-1	MOBF	86059	91329	1	From 58958 in upstream direction.
NZ_CP051689.1	PTU-FE	Conjugative	F	R100	112236	112773	1	MOBF	78963	84233	-1	From 112773 in downstream direction.
NZ_CP051696.1	PTU-FE	Conjugative	F	pSU233	28991	28713	-1	MOBF	58029	61940	1	From 28713 in upstream direction.
NZ_CP051701.1	PTU-FE	Conjugative	F	ColB4	89037	88918	-1	MOBF	55886	61156	-1	From 89037 in downstream direction.
NZ_CP051707.1	PTU-FE	Conjugative	F	ColB4	83009	82890	-1	MOBF	50058	55328	-1	From 83009 in downstream direction.
NZ_CP051708.1	PTU-FE	Conjugative	F	F	33858	33569	-1	MOBF	61173	66443	1	From 33569 in upstream direction.
NZ_CP051712.1	PTU-FE	Conjugative	F	ColB4	83209	83090	-1	MOBF	50121	55391	-1	From 83209 in downstream direction.
NZ_CP051715.1	PTU-FE	Conjugative	F	ColB4	83209	83090	-1	MOBF	50121	55391	-1	From 83209 in downstream direction.
NZ_CP051726.1	PTU-FE	Conjugative	F	F	81648	81937	1	MOBF	57361	62631	-1	From 81937 in downstream direction.
NZ_CP051734.1	PTU-FE	Conjugative	F	ColB4	79385	79266	-1	MOBF	46180	51450	-1	From 79385 in downstream direction.
NZ_CP051736.1	PTU-FE	Conjugative	F	ColB4	83209	83090	-1	MOBF	50121	55391	-1	From 83209 in downstream direction.
NZ_CP051737.1	PTU-FE	Conjugative	F	F	33862	33573	-1	MOBF	61150	66420	1	From 33573 in upstream direction.
NZ_HG941719.1	PTU-FE	Conjugative	F	ColB4	26135	26254	1	MOBF	58718	63988	1	From 26135 in upstream direction.
NZ_LN824138.1	PTU-FE	Conjugative	F	R100	59925	60462	1	MOBF	27449	32719	-1	From 60462 in downstream direction.
NZ_LR130546.1	PTU-FE	oriT-Mobilizable	F	ColB4	23620	23739	1	NA	NA	NA	NA	From  23620  in upstream direction.
NZ_LR130554.1	PTU-FE	Conjugative	F	ColB4	53899	54022	1	MOBF	82717	87987	1	From 53899 in upstream direction.
NZ_LR130556.1	PTU-FE	MOB-Mobilizable	F	ColB4	80654	80535	-1	MOBF	62062	67332	-1	From 80654 in downstream direction.
NZ_LR130558.1	PTU-FE	Conjugative	F	ColB4	13726	13845	1	MOBF	42443	47713	1	From 13726 in upstream direction.
NZ_LR130563.1	PTU-FE	Conjugative	F	ColB4	83209	83090	-1	MOBF	50121	55391	-1	From 83209 in downstream direction.
NZ_LR130565.1	PTU-FE	Conjugative	F	ColB4	102364	102245	-1	MOBF	69051	74117	-1	From 102364 in downstream direction.
NZ_LR213453.1	PTU-FE	Conjugative	F	pSU233	64150	64428	1	MOBF	30260	35530	-1	From 64428 in downstream direction.
NZ_LR213457.1	PTU-FE	Conjugative	F	pSU233	60539	60817	1	MOBF	26631	31901	-1	From 60817 in downstream direction.
NZ_LR213461.1	PTU-FE	Conjugative	F	pSU233	65486	65764	1	MOBF	30260	35530	-1	From 65764 in downstream direction.
NZ_LR595874.1	PTU-FE	MOB-Mobilizable	F	ColB4	117339	117458	1	MOBF	131022	136292	1	From 117339 in upstream direction.
NZ_LR595882.1	PTU-FE	MOB-Mobilizable	F	ColB4	4477	4596	1	MOBF	18160	23430	1	From 4477 in upstream direction.
NZ_LR697130.1	PTU-FE	Conjugative	F	R100	44875	44338	-1	MOBF	72072	77342	1	From 44338 in upstream direction.
NZ_LR740760.1	PTU-FE	Conjugative	F	ColB4	55429	55548	1	MOBF	88449	90218	1	From 55429 in upstream direction.
NZ_LS992169.1	PTU-FE	Conjugative	F	ColB4	45342	45461	1	MOBF	73622	78892	1	From 45342 in upstream direction.
NZ_LS992181.1	PTU-FE	Conjugative	F	F	120726	121015	1	MOBF	83347	88617	-1	From 121015 in downstream direction.
NZ_LS992188.1	PTU-FE	Conjugative	F	R100	32591	33128	1	MOBF	80989	86259	-1	From 33128 in downstream direction.
NZ_LS992194.1	PTU-FE	Conjugative	F	pSU233	70833	71111	1	MOBF	36834	42104	-1	From 71111 in downstream direction.
NZ_LT632321.1	PTU-FE	Conjugative	F	ColB4	138205	138086	-1	MOBF	99353	104623	-1	From 138205 in downstream direction.
NZ_LT838198.1	PTU-FE	Conjugative	F	F	24033	23744	-1	MOBF	50278	55548	1	From 23744 in upstream direction.
NZ_LT838203.1	PTU-FE	Conjugative	F	F	24033	23744	-1	MOBF	50278	55548	1	From 23744 in upstream direction.
NZ_LT968717.1	PTU-FE	Conjugative	F	R100	41952	41415	-1	MOBF	71870	76282	1	From 41415 in upstream direction.
NZ_LT985213.1	PTU-FE	Conjugative	F	ColB4	67802	67921	1	MOBF	93640	98910	1	From 67802 in upstream direction.
NZ_LT985214.1	PTU-FE	Conjugative	F	R100	69109	69646	1	MOBF	36230	41500	-1	From 69646 in downstream direction.
NZ_LT985217.1	PTU-FE	Conjugative	F	F	1118	829	-1	MOBF	33592	38862	1	From 829 in upstream direction.
NZ_LT985219.1	PTU-FE	Conjugative	F	F	26135	25845	-1	MOBF	55535	60805	1	From 25845 in upstream direction.
NZ_LT985221.1	PTU-FE	Conjugative	F	ColB4	63166	63047	-1	MOBF	32302	37572	-1	From 63166 in downstream direction.
NZ_LT985226.1	PTU-FE	Conjugative	F	F	26103	25814	-1	MOBF	55487	60757	1	From 25814 in upstream direction.
NZ_LT985227.1	PTU-FE	Conjugative	F	ColB4	94607	94488	-1	MOBF	63470	68740	-1	From 94607 in downstream direction.
NZ_LT985267.1	PTU-FE	Conjugative	F	R100	56715	57252	1	MOBF	24230	29500	-1	From 57252 in downstream direction.
NZ_LT985271.1	PTU-FE	Conjugative	F	ColB4	37716	37597	-1	MOBF	6832	12102	-1	From 37716 in downstream direction.
NZ_LT985272.1	PTU-FE	Conjugative	F	R100	56652	57189	1	MOBF	23809	29079	-1	From 57189 in downstream direction.
NZ_LT985274.1	PTU-FE	Conjugative	F	R100	2476	1939	-1	MOBF	30067	35337	1	From 1939 in upstream direction.
NZ_LT985277.1	PTU-FE	Conjugative	F	R100	77737	78274	1	MOBF	44868	50138	-1	From 78274 in downstream direction.
NZ_LT985304.1	PTU-FE	Conjugative	F	R100	78498	79035	1	MOBF	45664	50934	-1	From 79035 in downstream direction.
